id,County_State,County,Year,Farm_Earnings
27001,"Aitkin County, MN",Aitkin County,2001,1900
27001,"Aitkin County, MN",Aitkin County,2002,3189
27001,"Aitkin County, MN",Aitkin County,2003,3723
27001,"Aitkin County, MN",Aitkin County,2004,2601
27001,"Aitkin County, MN",Aitkin County,2005,1052
27001,"Aitkin County, MN",Aitkin County,2006,1544
27001,"Aitkin County, MN",Aitkin County,2007,1177
27001,"Aitkin County, MN",Aitkin County,2008,609
27001,"Aitkin County, MN",Aitkin County,2009,-557
27001,"Aitkin County, MN",Aitkin County,2010,10444
27001,"Aitkin County, MN",Aitkin County,2011,4540
27001,"Aitkin County, MN",Aitkin County,2012,2199
27001,"Aitkin County, MN",Aitkin County,2013,3358
27001,"Aitkin County, MN",Aitkin County,2014,3240
27001,"Aitkin County, MN",Aitkin County,2015,3239
27003,"Anoka County, MN",Anoka County,2001,12032
27003,"Anoka County, MN",Anoka County,2002,14448
27003,"Anoka County, MN",Anoka County,2003,17557
27003,"Anoka County, MN",Anoka County,2004,14408
27003,"Anoka County, MN",Anoka County,2005,14945
27003,"Anoka County, MN",Anoka County,2006,13395
27003,"Anoka County, MN",Anoka County,2007,10888
27003,"Anoka County, MN",Anoka County,2008,12398
27003,"Anoka County, MN",Anoka County,2009,13286
27003,"Anoka County, MN",Anoka County,2010,15857
27003,"Anoka County, MN",Anoka County,2011,15921
27003,"Anoka County, MN",Anoka County,2012,20510
27003,"Anoka County, MN",Anoka County,2013,19150
27003,"Anoka County, MN",Anoka County,2014,20274
27003,"Anoka County, MN",Anoka County,2015,27474
27005,"Becker County, MN",Becker County,2001,13333
27005,"Becker County, MN",Becker County,2002,12728
27005,"Becker County, MN",Becker County,2003,23546
27005,"Becker County, MN",Becker County,2004,17241
27005,"Becker County, MN",Becker County,2005,22745
27005,"Becker County, MN",Becker County,2006,27859
27005,"Becker County, MN",Becker County,2007,28923
27005,"Becker County, MN",Becker County,2008,35870
27005,"Becker County, MN",Becker County,2009,17636
27005,"Becker County, MN",Becker County,2010,29686
27005,"Becker County, MN",Becker County,2011,39975
27005,"Becker County, MN",Becker County,2012,65425
27005,"Becker County, MN",Becker County,2013,57742
27005,"Becker County, MN",Becker County,2014,36306
27005,"Becker County, MN",Becker County,2015,47265
27007,"Beltrami County, MN",Beltrami County,2001,4610
27007,"Beltrami County, MN",Beltrami County,2002,3710
27007,"Beltrami County, MN",Beltrami County,2003,10177
27007,"Beltrami County, MN",Beltrami County,2004,6601
27007,"Beltrami County, MN",Beltrami County,2005,6670
27007,"Beltrami County, MN",Beltrami County,2006,6984
27007,"Beltrami County, MN",Beltrami County,2007,57
27007,"Beltrami County, MN",Beltrami County,2008,4489
27007,"Beltrami County, MN",Beltrami County,2009,6324
27007,"Beltrami County, MN",Beltrami County,2010,2409
27007,"Beltrami County, MN",Beltrami County,2011,3916
27007,"Beltrami County, MN",Beltrami County,2012,8187
27007,"Beltrami County, MN",Beltrami County,2013,11892
27007,"Beltrami County, MN",Beltrami County,2014,9818
27007,"Beltrami County, MN",Beltrami County,2015,10852
27009,"Benton County, MN",Benton County,2001,6823
27009,"Benton County, MN",Benton County,2002,7631
27009,"Benton County, MN",Benton County,2003,17215
27009,"Benton County, MN",Benton County,2004,29799
27009,"Benton County, MN",Benton County,2005,32498
27009,"Benton County, MN",Benton County,2006,33475
27009,"Benton County, MN",Benton County,2007,25250
27009,"Benton County, MN",Benton County,2008,43577
27009,"Benton County, MN",Benton County,2009,21939
27009,"Benton County, MN",Benton County,2010,29440
27009,"Benton County, MN",Benton County,2011,25597
27009,"Benton County, MN",Benton County,2012,43041
27009,"Benton County, MN",Benton County,2013,45974
27009,"Benton County, MN",Benton County,2014,48272
27009,"Benton County, MN",Benton County,2015,42389
27011,"Big Stone County, MN",Big Stone County,2001,2736
27011,"Big Stone County, MN",Big Stone County,2002,4941
27011,"Big Stone County, MN",Big Stone County,2003,6857
27011,"Big Stone County, MN",Big Stone County,2004,16885
27011,"Big Stone County, MN",Big Stone County,2005,17578
27011,"Big Stone County, MN",Big Stone County,2006,13713
27011,"Big Stone County, MN",Big Stone County,2007,12633
27011,"Big Stone County, MN",Big Stone County,2008,28084
27011,"Big Stone County, MN",Big Stone County,2009,15955
27011,"Big Stone County, MN",Big Stone County,2010,17045
27011,"Big Stone County, MN",Big Stone County,2011,14947
27011,"Big Stone County, MN",Big Stone County,2012,50364
27011,"Big Stone County, MN",Big Stone County,2013,40726
27011,"Big Stone County, MN",Big Stone County,2014,10925
27011,"Big Stone County, MN",Big Stone County,2015,15569
27013,"Blue Earth County, MN",Blue Earth County,2001,26045
27013,"Blue Earth County, MN",Blue Earth County,2002,24423
27013,"Blue Earth County, MN",Blue Earth County,2003,31363
27013,"Blue Earth County, MN",Blue Earth County,2004,72667
27013,"Blue Earth County, MN",Blue Earth County,2005,81839
27013,"Blue Earth County, MN",Blue Earth County,2006,68561
27013,"Blue Earth County, MN",Blue Earth County,2007,59854
27013,"Blue Earth County, MN",Blue Earth County,2008,89767
27013,"Blue Earth County, MN",Blue Earth County,2009,63399
27013,"Blue Earth County, MN",Blue Earth County,2010,79030
27013,"Blue Earth County, MN",Blue Earth County,2011,132021
27013,"Blue Earth County, MN",Blue Earth County,2012,158369
27013,"Blue Earth County, MN",Blue Earth County,2013,132974
27013,"Blue Earth County, MN",Blue Earth County,2014,110323
27013,"Blue Earth County, MN",Blue Earth County,2015,69910
27015,"Brown County, MN",Brown County,2001,23191
27015,"Brown County, MN",Brown County,2002,15232
27015,"Brown County, MN",Brown County,2003,36079
27015,"Brown County, MN",Brown County,2004,59056
27015,"Brown County, MN",Brown County,2005,68819
27015,"Brown County, MN",Brown County,2006,58534
27015,"Brown County, MN",Brown County,2007,47974
27015,"Brown County, MN",Brown County,2008,73744
27015,"Brown County, MN",Brown County,2009,49086
27015,"Brown County, MN",Brown County,2010,72365
27015,"Brown County, MN",Brown County,2011,97066
27015,"Brown County, MN",Brown County,2012,105075
27015,"Brown County, MN",Brown County,2013,94453
27015,"Brown County, MN",Brown County,2014,76820
27015,"Brown County, MN",Brown County,2015,62506
27017,"Carlton County, MN",Carlton County,2001,139
27017,"Carlton County, MN",Carlton County,2002,-644
27017,"Carlton County, MN",Carlton County,2003,1259
27017,"Carlton County, MN",Carlton County,2004,1376
27017,"Carlton County, MN",Carlton County,2005,491
27017,"Carlton County, MN",Carlton County,2006,886
27017,"Carlton County, MN",Carlton County,2007,1005
27017,"Carlton County, MN",Carlton County,2008,-1180
27017,"Carlton County, MN",Carlton County,2009,-2207
27017,"Carlton County, MN",Carlton County,2010,-157
27017,"Carlton County, MN",Carlton County,2011,-784
27017,"Carlton County, MN",Carlton County,2012,-1790
27017,"Carlton County, MN",Carlton County,2013,-622
27017,"Carlton County, MN",Carlton County,2014,274
27017,"Carlton County, MN",Carlton County,2015,70
27019,"Carver County, MN",Carver County,2001,11403
27019,"Carver County, MN",Carver County,2002,10075
27019,"Carver County, MN",Carver County,2003,15518
27019,"Carver County, MN",Carver County,2004,23410
27019,"Carver County, MN",Carver County,2005,21268
27019,"Carver County, MN",Carver County,2006,16475
27019,"Carver County, MN",Carver County,2007,20633
27019,"Carver County, MN",Carver County,2008,26962
27019,"Carver County, MN",Carver County,2009,16067
27019,"Carver County, MN",Carver County,2010,22282
27019,"Carver County, MN",Carver County,2011,28607
27019,"Carver County, MN",Carver County,2012,41889
27019,"Carver County, MN",Carver County,2013,34255
27019,"Carver County, MN",Carver County,2014,33013
27019,"Carver County, MN",Carver County,2015,11015
27021,"Cass County, MN",Cass County,2001,2910
27021,"Cass County, MN",Cass County,2002,936
27021,"Cass County, MN",Cass County,2003,12461
27021,"Cass County, MN",Cass County,2004,7262
27021,"Cass County, MN",Cass County,2005,14578
27021,"Cass County, MN",Cass County,2006,7219
27021,"Cass County, MN",Cass County,2007,3481
27021,"Cass County, MN",Cass County,2008,5200
27021,"Cass County, MN",Cass County,2009,-2453
27021,"Cass County, MN",Cass County,2010,1006
27021,"Cass County, MN",Cass County,2011,2365
27021,"Cass County, MN",Cass County,2012,4481
27021,"Cass County, MN",Cass County,2013,7172
27021,"Cass County, MN",Cass County,2014,10718
27021,"Cass County, MN",Cass County,2015,12535
27023,"Chippewa County, MN",Chippewa County,2001,18402
27023,"Chippewa County, MN",Chippewa County,2002,24544
27023,"Chippewa County, MN",Chippewa County,2003,30492
27023,"Chippewa County, MN",Chippewa County,2004,32393
27023,"Chippewa County, MN",Chippewa County,2005,43045
27023,"Chippewa County, MN",Chippewa County,2006,40065
27023,"Chippewa County, MN",Chippewa County,2007,42794
27023,"Chippewa County, MN",Chippewa County,2008,50983
27023,"Chippewa County, MN",Chippewa County,2009,44285
27023,"Chippewa County, MN",Chippewa County,2010,46022
27023,"Chippewa County, MN",Chippewa County,2011,57903
27023,"Chippewa County, MN",Chippewa County,2012,96461
27023,"Chippewa County, MN",Chippewa County,2013,85830
27023,"Chippewa County, MN",Chippewa County,2014,36296
27023,"Chippewa County, MN",Chippewa County,2015,36121
27025,"Chisago County, MN",Chisago County,2001,3094
27025,"Chisago County, MN",Chisago County,2002,4785
27025,"Chisago County, MN",Chisago County,2003,6727
27025,"Chisago County, MN",Chisago County,2004,6018
27025,"Chisago County, MN",Chisago County,2005,6730
27025,"Chisago County, MN",Chisago County,2006,5672
27025,"Chisago County, MN",Chisago County,2007,6343
27025,"Chisago County, MN",Chisago County,2008,10273
27025,"Chisago County, MN",Chisago County,2009,3832
27025,"Chisago County, MN",Chisago County,2010,7863
27025,"Chisago County, MN",Chisago County,2011,9917
27025,"Chisago County, MN",Chisago County,2012,13389
27025,"Chisago County, MN",Chisago County,2013,15455
27025,"Chisago County, MN",Chisago County,2014,11734
27025,"Chisago County, MN",Chisago County,2015,6188
27027,"Clay County, MN",Clay County,2001,22360
27027,"Clay County, MN",Clay County,2002,16033
27027,"Clay County, MN",Clay County,2003,50133
27027,"Clay County, MN",Clay County,2004,30582
27027,"Clay County, MN",Clay County,2005,31506
27027,"Clay County, MN",Clay County,2006,44809
27027,"Clay County, MN",Clay County,2007,52100
27027,"Clay County, MN",Clay County,2008,75873
27027,"Clay County, MN",Clay County,2009,14593
27027,"Clay County, MN",Clay County,2010,39400
27027,"Clay County, MN",Clay County,2011,49580
27027,"Clay County, MN",Clay County,2012,103745
27027,"Clay County, MN",Clay County,2013,87476
27027,"Clay County, MN",Clay County,2014,16400
27027,"Clay County, MN",Clay County,2015,19303
27029,"Clearwater County, MN",Clearwater County,2001,-699
27029,"Clearwater County, MN",Clearwater County,2002,-470
27029,"Clearwater County, MN",Clearwater County,2003,3428
27029,"Clearwater County, MN",Clearwater County,2004,2301
27029,"Clearwater County, MN",Clearwater County,2005,3833
27029,"Clearwater County, MN",Clearwater County,2006,4101
27029,"Clearwater County, MN",Clearwater County,2007,3419
27029,"Clearwater County, MN",Clearwater County,2008,4559
27029,"Clearwater County, MN",Clearwater County,2009,1077
27029,"Clearwater County, MN",Clearwater County,2010,9351
27029,"Clearwater County, MN",Clearwater County,2011,11165
27029,"Clearwater County, MN",Clearwater County,2012,8309
27029,"Clearwater County, MN",Clearwater County,2013,9859
27029,"Clearwater County, MN",Clearwater County,2014,10882
27029,"Clearwater County, MN",Clearwater County,2015,9792
27031,"Cook County, MN",Cook County,2001,0
27031,"Cook County, MN",Cook County,2002,0
27031,"Cook County, MN",Cook County,2003,0
27031,"Cook County, MN",Cook County,2004,0
27031,"Cook County, MN",Cook County,2005,0
27031,"Cook County, MN",Cook County,2006,0
27031,"Cook County, MN",Cook County,2007,0
27031,"Cook County, MN",Cook County,2008,0
27031,"Cook County, MN",Cook County,2009,0
27031,"Cook County, MN",Cook County,2010,0
27031,"Cook County, MN",Cook County,2011,0
27031,"Cook County, MN",Cook County,2012,0
27031,"Cook County, MN",Cook County,2013,0
27031,"Cook County, MN",Cook County,2014,0
27031,"Cook County, MN",Cook County,2015,0
27033,"Cottonwood County, MN",Cottonwood County,2001,23753
27033,"Cottonwood County, MN",Cottonwood County,2002,28351
27033,"Cottonwood County, MN",Cottonwood County,2003,32494
27033,"Cottonwood County, MN",Cottonwood County,2004,53734
27033,"Cottonwood County, MN",Cottonwood County,2005,57204
27033,"Cottonwood County, MN",Cottonwood County,2006,41312
27033,"Cottonwood County, MN",Cottonwood County,2007,46107
27033,"Cottonwood County, MN",Cottonwood County,2008,66934
27033,"Cottonwood County, MN",Cottonwood County,2009,43181
27033,"Cottonwood County, MN",Cottonwood County,2010,53514
27033,"Cottonwood County, MN",Cottonwood County,2011,90720
27033,"Cottonwood County, MN",Cottonwood County,2012,106077
27033,"Cottonwood County, MN",Cottonwood County,2013,92486
27033,"Cottonwood County, MN",Cottonwood County,2014,60899
27033,"Cottonwood County, MN",Cottonwood County,2015,61419
27035,"Crow Wing County, MN",Crow Wing County,2001,-1251
27035,"Crow Wing County, MN",Crow Wing County,2002,-1159
27035,"Crow Wing County, MN",Crow Wing County,2003,1200
27035,"Crow Wing County, MN",Crow Wing County,2004,1556
27035,"Crow Wing County, MN",Crow Wing County,2005,2040
27035,"Crow Wing County, MN",Crow Wing County,2006,1488
27035,"Crow Wing County, MN",Crow Wing County,2007,2531
27035,"Crow Wing County, MN",Crow Wing County,2008,-678
27035,"Crow Wing County, MN",Crow Wing County,2009,12033
27035,"Crow Wing County, MN",Crow Wing County,2010,22674
27035,"Crow Wing County, MN",Crow Wing County,2011,25628
27035,"Crow Wing County, MN",Crow Wing County,2012,4827
27035,"Crow Wing County, MN",Crow Wing County,2013,4531
27035,"Crow Wing County, MN",Crow Wing County,2014,3552
27035,"Crow Wing County, MN",Crow Wing County,2015,2810
27037,"Dakota County, MN",Dakota County,2001,17848
27037,"Dakota County, MN",Dakota County,2002,25269
27037,"Dakota County, MN",Dakota County,2003,35496
27037,"Dakota County, MN",Dakota County,2004,41087
27037,"Dakota County, MN",Dakota County,2005,40550
27037,"Dakota County, MN",Dakota County,2006,36513
27037,"Dakota County, MN",Dakota County,2007,38448
27037,"Dakota County, MN",Dakota County,2008,46712
27037,"Dakota County, MN",Dakota County,2009,46425
27037,"Dakota County, MN",Dakota County,2010,56112
27037,"Dakota County, MN",Dakota County,2011,72705
27037,"Dakota County, MN",Dakota County,2012,79335
27037,"Dakota County, MN",Dakota County,2013,73676
27037,"Dakota County, MN",Dakota County,2014,41838
27037,"Dakota County, MN",Dakota County,2015,35107
27039,"Dodge County, MN",Dodge County,2001,11653
27039,"Dodge County, MN",Dodge County,2002,12389
27039,"Dodge County, MN",Dodge County,2003,15469
27039,"Dodge County, MN",Dodge County,2004,31830
27039,"Dodge County, MN",Dodge County,2005,38605
27039,"Dodge County, MN",Dodge County,2006,26970
27039,"Dodge County, MN",Dodge County,2007,32349
27039,"Dodge County, MN",Dodge County,2008,34047
27039,"Dodge County, MN",Dodge County,2009,19321
27039,"Dodge County, MN",Dodge County,2010,38079
27039,"Dodge County, MN",Dodge County,2011,62612
27039,"Dodge County, MN",Dodge County,2012,84100
27039,"Dodge County, MN",Dodge County,2013,87546
27039,"Dodge County, MN",Dodge County,2014,35174
27039,"Dodge County, MN",Dodge County,2015,20092
27041,"Douglas County, MN",Douglas County,2001,8157
27041,"Douglas County, MN",Douglas County,2002,8218
27041,"Douglas County, MN",Douglas County,2003,13078
27041,"Douglas County, MN",Douglas County,2004,18283
27041,"Douglas County, MN",Douglas County,2005,18254
27041,"Douglas County, MN",Douglas County,2006,11029
27041,"Douglas County, MN",Douglas County,2007,8818
27041,"Douglas County, MN",Douglas County,2008,22677
27041,"Douglas County, MN",Douglas County,2009,6689
27041,"Douglas County, MN",Douglas County,2010,13294
27041,"Douglas County, MN",Douglas County,2011,15225
27041,"Douglas County, MN",Douglas County,2012,34376
27041,"Douglas County, MN",Douglas County,2013,31149
27041,"Douglas County, MN",Douglas County,2014,17084
27041,"Douglas County, MN",Douglas County,2015,19061
27043,"Faribault County, MN",Faribault County,2001,-315
27043,"Faribault County, MN",Faribault County,2002,18553
27043,"Faribault County, MN",Faribault County,2003,29188
27043,"Faribault County, MN",Faribault County,2004,52818
27043,"Faribault County, MN",Faribault County,2005,59333
27043,"Faribault County, MN",Faribault County,2006,42374
27043,"Faribault County, MN",Faribault County,2007,67773
27043,"Faribault County, MN",Faribault County,2008,68480
27043,"Faribault County, MN",Faribault County,2009,47197
27043,"Faribault County, MN",Faribault County,2010,46837
27043,"Faribault County, MN",Faribault County,2011,97252
27043,"Faribault County, MN",Faribault County,2012,117595
27043,"Faribault County, MN",Faribault County,2013,111267
27043,"Faribault County, MN",Faribault County,2014,48802
27043,"Faribault County, MN",Faribault County,2015,31293
27045,"Fillmore County, MN",Fillmore County,2001,8374
27045,"Fillmore County, MN",Fillmore County,2002,-4032
27045,"Fillmore County, MN",Fillmore County,2003,6200
27045,"Fillmore County, MN",Fillmore County,2004,28048
27045,"Fillmore County, MN",Fillmore County,2005,42653
27045,"Fillmore County, MN",Fillmore County,2006,30703
27045,"Fillmore County, MN",Fillmore County,2007,41648
27045,"Fillmore County, MN",Fillmore County,2008,50985
27045,"Fillmore County, MN",Fillmore County,2009,21023
27045,"Fillmore County, MN",Fillmore County,2010,43297
27045,"Fillmore County, MN",Fillmore County,2011,76083
27045,"Fillmore County, MN",Fillmore County,2012,80666
27045,"Fillmore County, MN",Fillmore County,2013,88851
27045,"Fillmore County, MN",Fillmore County,2014,51212
27045,"Fillmore County, MN",Fillmore County,2015,39901
27047,"Freeborn County, MN",Freeborn County,2001,10791
27047,"Freeborn County, MN",Freeborn County,2002,17079
27047,"Freeborn County, MN",Freeborn County,2003,24787
27047,"Freeborn County, MN",Freeborn County,2004,47519
27047,"Freeborn County, MN",Freeborn County,2005,60093
27047,"Freeborn County, MN",Freeborn County,2006,45820
27047,"Freeborn County, MN",Freeborn County,2007,46734
27047,"Freeborn County, MN",Freeborn County,2008,57918
27047,"Freeborn County, MN",Freeborn County,2009,22866
27047,"Freeborn County, MN",Freeborn County,2010,44706
27047,"Freeborn County, MN",Freeborn County,2011,85678
27047,"Freeborn County, MN",Freeborn County,2012,113454
27047,"Freeborn County, MN",Freeborn County,2013,138262
27047,"Freeborn County, MN",Freeborn County,2014,58210
27047,"Freeborn County, MN",Freeborn County,2015,26539
27049,"Goodhue County, MN",Goodhue County,2001,22419
27049,"Goodhue County, MN",Goodhue County,2002,15216
27049,"Goodhue County, MN",Goodhue County,2003,30238
27049,"Goodhue County, MN",Goodhue County,2004,54211
27049,"Goodhue County, MN",Goodhue County,2005,57163
27049,"Goodhue County, MN",Goodhue County,2006,47599
27049,"Goodhue County, MN",Goodhue County,2007,54549
27049,"Goodhue County, MN",Goodhue County,2008,62928
27049,"Goodhue County, MN",Goodhue County,2009,39121
27049,"Goodhue County, MN",Goodhue County,2010,53752
27049,"Goodhue County, MN",Goodhue County,2011,89083
27049,"Goodhue County, MN",Goodhue County,2012,124574
27049,"Goodhue County, MN",Goodhue County,2013,120471
27049,"Goodhue County, MN",Goodhue County,2014,84118
27049,"Goodhue County, MN",Goodhue County,2015,68883
27051,"Grant County, MN",Grant County,2001,10931
27051,"Grant County, MN",Grant County,2002,9482
27051,"Grant County, MN",Grant County,2003,15506
27051,"Grant County, MN",Grant County,2004,20220
27051,"Grant County, MN",Grant County,2005,15773
27051,"Grant County, MN",Grant County,2006,13702
27051,"Grant County, MN",Grant County,2007,21634
27051,"Grant County, MN",Grant County,2008,40445
27051,"Grant County, MN",Grant County,2009,17858
27051,"Grant County, MN",Grant County,2010,24940
27051,"Grant County, MN",Grant County,2011,28192
27051,"Grant County, MN",Grant County,2012,78668
27051,"Grant County, MN",Grant County,2013,77439
27051,"Grant County, MN",Grant County,2014,33948
27051,"Grant County, MN",Grant County,2015,43650
27053,"Hennepin County, MN",Hennepin County,2001,15776
27053,"Hennepin County, MN",Hennepin County,2002,16679
27053,"Hennepin County, MN",Hennepin County,2003,18758
27053,"Hennepin County, MN",Hennepin County,2004,17343
27053,"Hennepin County, MN",Hennepin County,2005,17627
27053,"Hennepin County, MN",Hennepin County,2006,17915
27053,"Hennepin County, MN",Hennepin County,2007,16845
27053,"Hennepin County, MN",Hennepin County,2008,18584
27053,"Hennepin County, MN",Hennepin County,2009,19328
27053,"Hennepin County, MN",Hennepin County,2010,20642
27053,"Hennepin County, MN",Hennepin County,2011,22989
27053,"Hennepin County, MN",Hennepin County,2012,30306
27053,"Hennepin County, MN",Hennepin County,2013,22290
27053,"Hennepin County, MN",Hennepin County,2014,18338
27053,"Hennepin County, MN",Hennepin County,2015,10996
27055,"Houston County, MN",Houston County,2001,10745
27055,"Houston County, MN",Houston County,2002,9558
27055,"Houston County, MN",Houston County,2003,18001
27055,"Houston County, MN",Houston County,2004,27052
27055,"Houston County, MN",Houston County,2005,27889
27055,"Houston County, MN",Houston County,2006,21813
27055,"Houston County, MN",Houston County,2007,17727
27055,"Houston County, MN",Houston County,2008,24838
27055,"Houston County, MN",Houston County,2009,12921
27055,"Houston County, MN",Houston County,2010,20473
27055,"Houston County, MN",Houston County,2011,33955
27055,"Houston County, MN",Houston County,2012,42936
27055,"Houston County, MN",Houston County,2013,37402
27055,"Houston County, MN",Houston County,2014,36862
27055,"Houston County, MN",Houston County,2015,28381
27057,"Hubbard County, MN",Hubbard County,2001,1904
27057,"Hubbard County, MN",Hubbard County,2002,4517
27057,"Hubbard County, MN",Hubbard County,2003,7241
27057,"Hubbard County, MN",Hubbard County,2004,6304
27057,"Hubbard County, MN",Hubbard County,2005,9946
27057,"Hubbard County, MN",Hubbard County,2006,7209
27057,"Hubbard County, MN",Hubbard County,2007,5366
27057,"Hubbard County, MN",Hubbard County,2008,2447
27057,"Hubbard County, MN",Hubbard County,2009,5215
27057,"Hubbard County, MN",Hubbard County,2010,8434
27057,"Hubbard County, MN",Hubbard County,2011,10807
27057,"Hubbard County, MN",Hubbard County,2012,15822
27057,"Hubbard County, MN",Hubbard County,2013,14391
27057,"Hubbard County, MN",Hubbard County,2014,3628
27057,"Hubbard County, MN",Hubbard County,2015,7705
27059,"Isanti County, MN",Isanti County,2001,-980
27059,"Isanti County, MN",Isanti County,2002,-583
27059,"Isanti County, MN",Isanti County,2003,-1199
