id,County_State,County,Year,Farm_Earnings
27115,"Pine County, MN",Pine County,2011,12695
27115,"Pine County, MN",Pine County,2012,13836
27115,"Pine County, MN",Pine County,2013,11694
27115,"Pine County, MN",Pine County,2014,16019
27115,"Pine County, MN",Pine County,2015,8494
27117,"Pipestone County, MN",Pipestone County,2001,20537
27117,"Pipestone County, MN",Pipestone County,2002,10253
27117,"Pipestone County, MN",Pipestone County,2003,18480
27117,"Pipestone County, MN",Pipestone County,2004,35073
27117,"Pipestone County, MN",Pipestone County,2005,45361
27117,"Pipestone County, MN",Pipestone County,2006,36117
27117,"Pipestone County, MN",Pipestone County,2007,36362
27117,"Pipestone County, MN",Pipestone County,2008,58971
27117,"Pipestone County, MN",Pipestone County,2009,45831
27117,"Pipestone County, MN",Pipestone County,2010,74464
27117,"Pipestone County, MN",Pipestone County,2011,98023
27117,"Pipestone County, MN",Pipestone County,2012,105946
27117,"Pipestone County, MN",Pipestone County,2013,86926
27117,"Pipestone County, MN",Pipestone County,2014,97644
27117,"Pipestone County, MN",Pipestone County,2015,71005
27119,"Polk County, MN",Polk County,2001,21548
27119,"Polk County, MN",Polk County,2002,13337
27119,"Polk County, MN",Polk County,2003,79023
27119,"Polk County, MN",Polk County,2004,28916
27119,"Polk County, MN",Polk County,2005,46961
27119,"Polk County, MN",Polk County,2006,65410
27119,"Polk County, MN",Polk County,2007,72366
27119,"Polk County, MN",Polk County,2008,164594
27119,"Polk County, MN",Polk County,2009,52544
27119,"Polk County, MN",Polk County,2010,71933
27119,"Polk County, MN",Polk County,2011,97489
27119,"Polk County, MN",Polk County,2012,159059
27119,"Polk County, MN",Polk County,2013,184014
27119,"Polk County, MN",Polk County,2014,50530
27119,"Polk County, MN",Polk County,2015,25871
27121,"Pope County, MN",Pope County,2001,9130
27121,"Pope County, MN",Pope County,2002,10831
27121,"Pope County, MN",Pope County,2003,17934
27121,"Pope County, MN",Pope County,2004,25281
27121,"Pope County, MN",Pope County,2005,31746
27121,"Pope County, MN",Pope County,2006,17835
27121,"Pope County, MN",Pope County,2007,16881
27121,"Pope County, MN",Pope County,2008,36220
27121,"Pope County, MN",Pope County,2009,16313
27121,"Pope County, MN",Pope County,2010,24098
27121,"Pope County, MN",Pope County,2011,29647
27121,"Pope County, MN",Pope County,2012,67338
27121,"Pope County, MN",Pope County,2013,64521
27121,"Pope County, MN",Pope County,2014,31853
27121,"Pope County, MN",Pope County,2015,25632
27123,"Ramsey County, MN",Ramsey County,2001,1125
27123,"Ramsey County, MN",Ramsey County,2002,919
27123,"Ramsey County, MN",Ramsey County,2003,1188
27123,"Ramsey County, MN",Ramsey County,2004,1077
27123,"Ramsey County, MN",Ramsey County,2005,1137
27123,"Ramsey County, MN",Ramsey County,2006,1210
27123,"Ramsey County, MN",Ramsey County,2007,908
27123,"Ramsey County, MN",Ramsey County,2008,1326
27123,"Ramsey County, MN",Ramsey County,2009,1553
27123,"Ramsey County, MN",Ramsey County,2010,1680
27123,"Ramsey County, MN",Ramsey County,2011,1772
27123,"Ramsey County, MN",Ramsey County,2012,2029
27123,"Ramsey County, MN",Ramsey County,2013,1584
27123,"Ramsey County, MN",Ramsey County,2014,1179
27123,"Ramsey County, MN",Ramsey County,2015,997
27125,"Red Lake County, MN",Red Lake County,2001,4211
27125,"Red Lake County, MN",Red Lake County,2002,-332
27125,"Red Lake County, MN",Red Lake County,2003,12820
27125,"Red Lake County, MN",Red Lake County,2004,3043
27125,"Red Lake County, MN",Red Lake County,2005,5454
27125,"Red Lake County, MN",Red Lake County,2006,6077
27125,"Red Lake County, MN",Red Lake County,2007,9575
27125,"Red Lake County, MN",Red Lake County,2008,19078
27125,"Red Lake County, MN",Red Lake County,2009,4945
27125,"Red Lake County, MN",Red Lake County,2010,9402
27125,"Red Lake County, MN",Red Lake County,2011,17780
27125,"Red Lake County, MN",Red Lake County,2012,29718
27125,"Red Lake County, MN",Red Lake County,2013,29475
27125,"Red Lake County, MN",Red Lake County,2014,14397
27125,"Red Lake County, MN",Red Lake County,2015,21795
27127,"Redwood County, MN",Redwood County,2001,31142
27127,"Redwood County, MN",Redwood County,2002,33662
27127,"Redwood County, MN",Redwood County,2003,46512
27127,"Redwood County, MN",Redwood County,2004,72785
27127,"Redwood County, MN",Redwood County,2005,91344
27127,"Redwood County, MN",Redwood County,2006,79439
27127,"Redwood County, MN",Redwood County,2007,78921
27127,"Redwood County, MN",Redwood County,2008,108650
27127,"Redwood County, MN",Redwood County,2009,82137
27127,"Redwood County, MN",Redwood County,2010,106671
27127,"Redwood County, MN",Redwood County,2011,111429
27127,"Redwood County, MN",Redwood County,2012,141167
27127,"Redwood County, MN",Redwood County,2013,125833
27127,"Redwood County, MN",Redwood County,2014,79371
27127,"Redwood County, MN",Redwood County,2015,81605
27129,"Renville County, MN",Renville County,2001,33719
27129,"Renville County, MN",Renville County,2002,46646
27129,"Renville County, MN",Renville County,2003,54816
27129,"Renville County, MN",Renville County,2004,66317
27129,"Renville County, MN",Renville County,2005,97411
27129,"Renville County, MN",Renville County,2006,94447
27129,"Renville County, MN",Renville County,2007,97138
27129,"Renville County, MN",Renville County,2008,150988
27129,"Renville County, MN",Renville County,2009,91335
27129,"Renville County, MN",Renville County,2010,107904
27129,"Renville County, MN",Renville County,2011,109114
27129,"Renville County, MN",Renville County,2012,181808
27129,"Renville County, MN",Renville County,2013,184608
27129,"Renville County, MN",Renville County,2014,99669
27129,"Renville County, MN",Renville County,2015,93099
27131,"Rice County, MN",Rice County,2001,5775
27131,"Rice County, MN",Rice County,2002,4348
27131,"Rice County, MN",Rice County,2003,12872
27131,"Rice County, MN",Rice County,2004,30527
27131,"Rice County, MN",Rice County,2005,38096
27131,"Rice County, MN",Rice County,2006,37489
27131,"Rice County, MN",Rice County,2007,22305
27131,"Rice County, MN",Rice County,2008,31017
27131,"Rice County, MN",Rice County,2009,25898
27131,"Rice County, MN",Rice County,2010,39271
27131,"Rice County, MN",Rice County,2011,49474
27131,"Rice County, MN",Rice County,2012,74060
27131,"Rice County, MN",Rice County,2013,66553
27131,"Rice County, MN",Rice County,2014,45137
27131,"Rice County, MN",Rice County,2015,34586
27133,"Rock County, MN",Rock County,2001,22071
27133,"Rock County, MN",Rock County,2002,19099
27133,"Rock County, MN",Rock County,2003,26638
27133,"Rock County, MN",Rock County,2004,47331
27133,"Rock County, MN",Rock County,2005,65543
27133,"Rock County, MN",Rock County,2006,50337
27133,"Rock County, MN",Rock County,2007,55276
27133,"Rock County, MN",Rock County,2008,77827
27133,"Rock County, MN",Rock County,2009,45743
27133,"Rock County, MN",Rock County,2010,75593
27133,"Rock County, MN",Rock County,2011,106746
27133,"Rock County, MN",Rock County,2012,113974
27133,"Rock County, MN",Rock County,2013,98800
27133,"Rock County, MN",Rock County,2014,113804
27133,"Rock County, MN",Rock County,2015,108166
27135,"Roseau County, MN",Roseau County,2001,2897
27135,"Roseau County, MN",Roseau County,2002,-2065
27135,"Roseau County, MN",Roseau County,2003,49831
27135,"Roseau County, MN",Roseau County,2004,3745
27135,"Roseau County, MN",Roseau County,2005,7691
27135,"Roseau County, MN",Roseau County,2006,15156
27135,"Roseau County, MN",Roseau County,2007,17311
27135,"Roseau County, MN",Roseau County,2008,48404
27135,"Roseau County, MN",Roseau County,2009,-6319
27135,"Roseau County, MN",Roseau County,2010,9784
27135,"Roseau County, MN",Roseau County,2011,25410
27135,"Roseau County, MN",Roseau County,2012,61179
27135,"Roseau County, MN",Roseau County,2013,59919
27135,"Roseau County, MN",Roseau County,2014,27401
27135,"Roseau County, MN",Roseau County,2015,36230
27139,"Scott County, MN",Scott County,2001,5076
27139,"Scott County, MN",Scott County,2002,4286
27139,"Scott County, MN",Scott County,2003,8983
27139,"Scott County, MN",Scott County,2004,16060
27139,"Scott County, MN",Scott County,2005,19146
27139,"Scott County, MN",Scott County,2006,18769
27139,"Scott County, MN",Scott County,2007,17821
27139,"Scott County, MN",Scott County,2008,28610
27139,"Scott County, MN",Scott County,2009,16853
27139,"Scott County, MN",Scott County,2010,17688
27139,"Scott County, MN",Scott County,2011,24387
27139,"Scott County, MN",Scott County,2012,35213
27139,"Scott County, MN",Scott County,2013,33178
27139,"Scott County, MN",Scott County,2014,24094
27139,"Scott County, MN",Scott County,2015,19325
27141,"Sherburne County, MN",Sherburne County,2001,5403
27141,"Sherburne County, MN",Sherburne County,2002,6578
27141,"Sherburne County, MN",Sherburne County,2003,12264
27141,"Sherburne County, MN",Sherburne County,2004,13102
27141,"Sherburne County, MN",Sherburne County,2005,15004
27141,"Sherburne County, MN",Sherburne County,2006,24535
27141,"Sherburne County, MN",Sherburne County,2007,19751
27141,"Sherburne County, MN",Sherburne County,2008,11142
27141,"Sherburne County, MN",Sherburne County,2009,5874
27141,"Sherburne County, MN",Sherburne County,2010,4909
27141,"Sherburne County, MN",Sherburne County,2011,8403
27141,"Sherburne County, MN",Sherburne County,2012,11321
27141,"Sherburne County, MN",Sherburne County,2013,12598
27141,"Sherburne County, MN",Sherburne County,2014,5154
27141,"Sherburne County, MN",Sherburne County,2015,6198
27143,"Sibley County, MN",Sibley County,2001,20359
27143,"Sibley County, MN",Sibley County,2002,25583
27143,"Sibley County, MN",Sibley County,2003,31181
27143,"Sibley County, MN",Sibley County,2004,49347
27143,"Sibley County, MN",Sibley County,2005,55774
27143,"Sibley County, MN",Sibley County,2006,49520
27143,"Sibley County, MN",Sibley County,2007,48749
27143,"Sibley County, MN",Sibley County,2008,69932
27143,"Sibley County, MN",Sibley County,2009,46064
27143,"Sibley County, MN",Sibley County,2010,55946
27143,"Sibley County, MN",Sibley County,2011,67141
27143,"Sibley County, MN",Sibley County,2012,96195
27143,"Sibley County, MN",Sibley County,2013,87352
27143,"Sibley County, MN",Sibley County,2014,59996
27143,"Sibley County, MN",Sibley County,2015,54617
27143,"St. Louis County, MN",St. Louis County,2001,2158
27143,"St. Louis County, MN",St. Louis County,2002,2052
27143,"St. Louis County, MN",St. Louis County,2003,2447
27143,"St. Louis County, MN",St. Louis County,2004,1935
27143,"St. Louis County, MN",St. Louis County,2005,1410
27143,"St. Louis County, MN",St. Louis County,2006,2122
27143,"St. Louis County, MN",St. Louis County,2007,2974
27143,"St. Louis County, MN",St. Louis County,2008,1947
27143,"St. Louis County, MN",St. Louis County,2009,1433
27143,"St. Louis County, MN",St. Louis County,2010,3950
27143,"St. Louis County, MN",St. Louis County,2011,4641
27143,"St. Louis County, MN",St. Louis County,2012,3811
27143,"St. Louis County, MN",St. Louis County,2013,3742
27143,"St. Louis County, MN",St. Louis County,2014,4237
27143,"St. Louis County, MN",St. Louis County,2015,4636
27145,"Stearns County, MN",Stearns County,2001,60743
27145,"Stearns County, MN",Stearns County,2002,57008
27145,"Stearns County, MN",Stearns County,2003,87443
27145,"Stearns County, MN",Stearns County,2004,122311
27145,"Stearns County, MN",Stearns County,2005,120553
27145,"Stearns County, MN",Stearns County,2006,106897
27145,"Stearns County, MN",Stearns County,2007,113653
27145,"Stearns County, MN",Stearns County,2008,180678
27145,"Stearns County, MN",Stearns County,2009,89012
27145,"Stearns County, MN",Stearns County,2010,139738
27145,"Stearns County, MN",Stearns County,2011,183937
27145,"Stearns County, MN",Stearns County,2012,246720
27145,"Stearns County, MN",Stearns County,2013,227662
27145,"Stearns County, MN",Stearns County,2014,246885
27145,"Stearns County, MN",Stearns County,2015,188628
27147,"Steele County, MN",Steele County,2001,19998
27147,"Steele County, MN",Steele County,2002,16580
27147,"Steele County, MN",Steele County,2003,14262
27147,"Steele County, MN",Steele County,2004,25813
27147,"Steele County, MN",Steele County,2005,34004
27147,"Steele County, MN",Steele County,2006,27171
27147,"Steele County, MN",Steele County,2007,29816
27147,"Steele County, MN",Steele County,2008,35498
27147,"Steele County, MN",Steele County,2009,17183
27147,"Steele County, MN",Steele County,2010,31369
27147,"Steele County, MN",Steele County,2011,52929
27147,"Steele County, MN",Steele County,2012,84221
27147,"Steele County, MN",Steele County,2013,89536
27147,"Steele County, MN",Steele County,2014,37368
27147,"Steele County, MN",Steele County,2015,26519
27149,"Stevens County, MN",Stevens County,2001,18549
27149,"Stevens County, MN",Stevens County,2002,19934
27149,"Stevens County, MN",Stevens County,2003,30891
27149,"Stevens County, MN",Stevens County,2004,42342
27149,"Stevens County, MN",Stevens County,2005,50371
27149,"Stevens County, MN",Stevens County,2006,48435
27149,"Stevens County, MN",Stevens County,2007,61337
27149,"Stevens County, MN",Stevens County,2008,77421
27149,"Stevens County, MN",Stevens County,2009,33407
27149,"Stevens County, MN",Stevens County,2010,61589
27149,"Stevens County, MN",Stevens County,2011,71939
27149,"Stevens County, MN",Stevens County,2012,137174
27149,"Stevens County, MN",Stevens County,2013,119656
27149,"Stevens County, MN",Stevens County,2014,95207
27149,"Stevens County, MN",Stevens County,2015,59930
27151,"Swift County, MN",Swift County,2001,5145
27151,"Swift County, MN",Swift County,2002,12398
27151,"Swift County, MN",Swift County,2003,11931
27151,"Swift County, MN",Swift County,2004,21541
27151,"Swift County, MN",Swift County,2005,37317
27151,"Swift County, MN",Swift County,2006,26134
27151,"Swift County, MN",Swift County,2007,17598
27151,"Swift County, MN",Swift County,2008,49249
27151,"Swift County, MN",Swift County,2009,24925
27151,"Swift County, MN",Swift County,2010,39404
27151,"Swift County, MN",Swift County,2011,45425
27151,"Swift County, MN",Swift County,2012,85446
27151,"Swift County, MN",Swift County,2013,67447
27151,"Swift County, MN",Swift County,2014,41007
27151,"Swift County, MN",Swift County,2015,51804
27153,"Todd County, MN",Todd County,2001,6428
27153,"Todd County, MN",Todd County,2002,7060
27153,"Todd County, MN",Todd County,2003,13756
27153,"Todd County, MN",Todd County,2004,24540
27153,"Todd County, MN",Todd County,2005,29880
27153,"Todd County, MN",Todd County,2006,25657
27153,"Todd County, MN",Todd County,2007,22192
27153,"Todd County, MN",Todd County,2008,37754
27153,"Todd County, MN",Todd County,2009,15362
27153,"Todd County, MN",Todd County,2010,34283
27153,"Todd County, MN",Todd County,2011,48395
27153,"Todd County, MN",Todd County,2012,64817
27153,"Todd County, MN",Todd County,2013,63339
27153,"Todd County, MN",Todd County,2014,64502
27153,"Todd County, MN",Todd County,2015,56166
27155,"Traverse County, MN",Traverse County,2001,7754
27155,"Traverse County, MN",Traverse County,2002,7763
27155,"Traverse County, MN",Traverse County,2003,10498
27155,"Traverse County, MN",Traverse County,2004,15421
27155,"Traverse County, MN",Traverse County,2005,15308
27155,"Traverse County, MN",Traverse County,2006,16427
27155,"Traverse County, MN",Traverse County,2007,21437
27155,"Traverse County, MN",Traverse County,2008,36469
27155,"Traverse County, MN",Traverse County,2009,22975
27155,"Traverse County, MN",Traverse County,2010,31853
27155,"Traverse County, MN",Traverse County,2011,35392
27155,"Traverse County, MN",Traverse County,2012,102082
27155,"Traverse County, MN",Traverse County,2013,96068
27155,"Traverse County, MN",Traverse County,2014,37844
27155,"Traverse County, MN",Traverse County,2015,58298
27157,"Wabasha County, MN",Wabasha County,2001,16364
27157,"Wabasha County, MN",Wabasha County,2002,13679
27157,"Wabasha County, MN",Wabasha County,2003,26276
27157,"Wabasha County, MN",Wabasha County,2004,38112
27157,"Wabasha County, MN",Wabasha County,2005,35689
27157,"Wabasha County, MN",Wabasha County,2006,23194
27157,"Wabasha County, MN",Wabasha County,2007,27996
27157,"Wabasha County, MN",Wabasha County,2008,40857
27157,"Wabasha County, MN",Wabasha County,2009,17648
27157,"Wabasha County, MN",Wabasha County,2010,30124
27157,"Wabasha County, MN",Wabasha County,2011,60010
27157,"Wabasha County, MN",Wabasha County,2012,72252
27157,"Wabasha County, MN",Wabasha County,2013,71944
27157,"Wabasha County, MN",Wabasha County,2014,65269
27157,"Wabasha County, MN",Wabasha County,2015,45584
27159,"Wadena County, MN",Wadena County,2001,-2451
27159,"Wadena County, MN",Wadena County,2002,-866
27159,"Wadena County, MN",Wadena County,2003,1590
27159,"Wadena County, MN",Wadena County,2004,3570
27159,"Wadena County, MN",Wadena County,2005,6677
27159,"Wadena County, MN",Wadena County,2006,5139
27159,"Wadena County, MN",Wadena County,2007,5168
27159,"Wadena County, MN",Wadena County,2008,11572
27159,"Wadena County, MN",Wadena County,2009,7247
27159,"Wadena County, MN",Wadena County,2010,10790
27159,"Wadena County, MN",Wadena County,2011,16378
27159,"Wadena County, MN",Wadena County,2012,18261
27159,"Wadena County, MN",Wadena County,2013,21297
27159,"Wadena County, MN",Wadena County,2014,15643
27159,"Wadena County, MN",Wadena County,2015,16997
27161,"Waseca County, MN",Waseca County,2001,12726
27161,"Waseca County, MN",Waseca County,2002,13798
27161,"Waseca County, MN",Waseca County,2003,19599
27161,"Waseca County, MN",Waseca County,2004,35632
27161,"Waseca County, MN",Waseca County,2005,45119
27161,"Waseca County, MN",Waseca County,2006,34643
27161,"Waseca County, MN",Waseca County,2007,44538
27161,"Waseca County, MN",Waseca County,2008,73916
27161,"Waseca County, MN",Waseca County,2009,45208
27161,"Waseca County, MN",Waseca County,2010,63650
27161,"Waseca County, MN",Waseca County,2011,92079
27161,"Waseca County, MN",Waseca County,2012,103382
27161,"Waseca County, MN",Waseca County,2013,104401
27161,"Waseca County, MN",Waseca County,2014,68898
27161,"Waseca County, MN",Waseca County,2015,55037
27163,"Washington County, MN",Washington County,2001,21034
27163,"Washington County, MN",Washington County,2002,23095
27163,"Washington County, MN",Washington County,2003,22180
27163,"Washington County, MN",Washington County,2004,19879
27163,"Washington County, MN",Washington County,2005,22269
27163,"Washington County, MN",Washington County,2006,23992
27163,"Washington County, MN",Washington County,2007,20256
27163,"Washington County, MN",Washington County,2008,26213
27163,"Washington County, MN",Washington County,2009,30794
27163,"Washington County, MN",Washington County,2010,32311
27163,"Washington County, MN",Washington County,2011,37679
27163,"Washington County, MN",Washington County,2012,39317
27163,"Washington County, MN",Washington County,2013,30004
27163,"Washington County, MN",Washington County,2014,20022
27163,"Washington County, MN",Washington County,2015,17754
27165,"Watonwan County, MN",Watonwan County,2001,16354
27165,"Watonwan County, MN",Watonwan County,2002,15273
27165,"Watonwan County, MN",Watonwan County,2003,22577
27165,"Watonwan County, MN",Watonwan County,2004,53225
27165,"Watonwan County, MN",Watonwan County,2005,56446
27165,"Watonwan County, MN",Watonwan County,2006,46177
27165,"Watonwan County, MN",Watonwan County,2007,39816
27165,"Watonwan County, MN",Watonwan County,2008,50225
27165,"Watonwan County, MN",Watonwan County,2009,35410
27165,"Watonwan County, MN",Watonwan County,2010,44482
27165,"Watonwan County, MN",Watonwan County,2011,75857
27165,"Watonwan County, MN",Watonwan County,2012,75615
27165,"Watonwan County, MN",Watonwan County,2013,60767
27165,"Watonwan County, MN",Watonwan County,2014,29371
27165,"Watonwan County, MN",Watonwan County,2015,21133
27167,"Wilkin County, MN",Wilkin County,2001,15529
27167,"Wilkin County, MN",Wilkin County,2002,14009
27167,"Wilkin County, MN",Wilkin County,2003,38589
27167,"Wilkin County, MN",Wilkin County,2004,29703
27167,"Wilkin County, MN",Wilkin County,2005,23426
27167,"Wilkin County, MN",Wilkin County,2006,28971
27167,"Wilkin County, MN",Wilkin County,2007,27964
27167,"Wilkin County, MN",Wilkin County,2008,53908
27167,"Wilkin County, MN",Wilkin County,2009,5381
27167,"Wilkin County, MN",Wilkin County,2010,31548
27167,"Wilkin County, MN",Wilkin County,2011,26830
27167,"Wilkin County, MN",Wilkin County,2012,73763
27167,"Wilkin County, MN",Wilkin County,2013,71060
27167,"Wilkin County, MN",Wilkin County,2014,10409
27167,"Wilkin County, MN",Wilkin County,2015,10183
27169,"Winona County, MN",Winona County,2001,21258
27169,"Winona County, MN",Winona County,2002,14721
27169,"Winona County, MN",Winona County,2003,22247
27169,"Winona County, MN",Winona County,2004,40678
27169,"Winona County, MN",Winona County,2005,39266
27169,"Winona County, MN",Winona County,2006,26870
27169,"Winona County, MN",Winona County,2007,35385
27169,"Winona County, MN",Winona County,2008,41916
27169,"Winona County, MN",Winona County,2009,21949
27169,"Winona County, MN",Winona County,2010,48342
27169,"Winona County, MN",Winona County,2011,84430
27169,"Winona County, MN",Winona County,2012,94298
27169,"Winona County, MN",Winona County,2013,84729
27169,"Winona County, MN",Winona County,2014,85242
27169,"Winona County, MN",Winona County,2015,51219
27171,"Wright County, MN",Wright County,2001,5901
27171,"Wright County, MN",Wright County,2002,5112
27171,"Wright County, MN",Wright County,2003,13397
27171,"Wright County, MN",Wright County,2004,30233
27171,"Wright County, MN",Wright County,2005,32674
27171,"Wright County, MN",Wright County,2006,29999
27171,"Wright County, MN",Wright County,2007,26510
27171,"Wright County, MN",Wright County,2008,36985
27171,"Wright County, MN",Wright County,2009,25507
27171,"Wright County, MN",Wright County,2010,27063
27171,"Wright County, MN",Wright County,2011,31178
27171,"Wright County, MN",Wright County,2012,50556
27171,"Wright County, MN",Wright County,2013,41329
27171,"Wright County, MN",Wright County,2014,36260
27171,"Wright County, MN",Wright County,2015,18913
27173,"Yellow Medicine County, MN",Yellow Medicine County,2001,28892
27173,"Yellow Medicine County, MN",Yellow Medicine County,2002,22756
27173,"Yellow Medicine County, MN",Yellow Medicine County,2003,31106
27173,"Yellow Medicine County, MN",Yellow Medicine County,2004,50600
27173,"Yellow Medicine County, MN",Yellow Medicine County,2005,54998
27173,"Yellow Medicine County, MN",Yellow Medicine County,2006,39867
27173,"Yellow Medicine County, MN",Yellow Medicine County,2007,42397
27173,"Yellow Medicine County, MN",Yellow Medicine County,2008,59390
27173,"Yellow Medicine County, MN",Yellow Medicine County,2009,45422
27173,"Yellow Medicine County, MN",Yellow Medicine County,2010,61884
27173,"Yellow Medicine County, MN",Yellow Medicine County,2011,84588
27173,"Yellow Medicine County, MN",Yellow Medicine County,2012,90487
27173,"Yellow Medicine County, MN",Yellow Medicine County,2013,85914
27173,"Yellow Medicine County, MN",Yellow Medicine County,2014,42691
27173,"Yellow Medicine County, MN",Yellow Medicine County,2015,73204