id,County,County_State,Year,Farm_Earn_Percentage,Total_Earnings,Farm_Earnings,Nonfarm_Earnings,,
27001,Aitkin County,"Aitkin County, MN",2002,2.03,157037,3189,153848,,
27001,Aitkin County,"Aitkin County, MN",2003,2.25,165604,3723,161881,,
27001,Aitkin County,"Aitkin County, MN",2004,1.49,174543,2601,171942,,
27001,Aitkin County,"Aitkin County, MN",2005,0.60,174266,1052,173214,,
27001,Aitkin County,"Aitkin County, MN",2006,0.87,178383,1544,176839,,
27001,Aitkin County,"Aitkin County, MN",2007,0.66,178452,1177,177275,,
27001,Aitkin County,"Aitkin County, MN",2008,0.35,174216,609,173607,,
27001,Aitkin County,"Aitkin County, MN",2009,-0.33,168276,-557,168833,,
27001,Aitkin County,"Aitkin County, MN",2010,5.70,183171,10444,172727,,
27001,Aitkin County,"Aitkin County, MN",2011,2.51,181171,4540,176631,,
27001,Aitkin County,"Aitkin County, MN",2012,1.20,183305,2199,181106,,
27001,Aitkin County,"Aitkin County, MN",2013,1.81,185516,3358,182158,,
27001,Aitkin County,"Aitkin County, MN",2014,1.69,191755,3240,188515,,
27001,Aitkin County,"Aitkin County, MN",2015,1.61,200937,3239,197698,,
27003,Anoka County,"Anoka County, MN",2002,0.26,5645600,14448,5631152,,
27003,Anoka County,"Anoka County, MN",2003,0.29,5968457,17557,5950900,,
27003,Anoka County,"Anoka County, MN",2004,0.23,6341947,14408,6327539,,
27003,Anoka County,"Anoka County, MN",2005,0.23,6580198,14945,6565253,,
27003,Anoka County,"Anoka County, MN",2006,0.20,6757035,13395,6743640,,
27003,Anoka County,"Anoka County, MN",2007,0.16,6871055,10888,6860167,,
27003,Anoka County,"Anoka County, MN",2008,0.18,6773236,12398,6760838,,
27003,Anoka County,"Anoka County, MN",2009,0.20,6485187,13286,6471901,,
27003,Anoka County,"Anoka County, MN",2010,0.24,6566861,15857,6551004,,
27003,Anoka County,"Anoka County, MN",2011,0.23,6974252,15921,6958331,,
27003,Anoka County,"Anoka County, MN",2012,0.28,7406690,20510,7386180,,
27003,Anoka County,"Anoka County, MN",2013,0.25,7735352,19150,7716202,,
27003,Anoka County,"Anoka County, MN",2014,0.25,8217931,20274,8197657,,
27003,Anoka County,"Anoka County, MN",2015,0.32,8668368,27474,8640894,,
27005,Becker County,"Becker County, MN",2002,2.61,488555,12728,475827,,
27005,Becker County,"Becker County, MN",2003,4.48,525766,23546,502220,,
27005,Becker County,"Becker County, MN",2004,3.13,551138,17241,533897,,
27005,Becker County,"Becker County, MN",2005,3.92,579999,22745,557254,,
27005,Becker County,"Becker County, MN",2006,4.65,599736,27859,571877,,
27005,Becker County,"Becker County, MN",2007,4.68,617362,28923,588439,,
27005,Becker County,"Becker County, MN",2008,5.77,621410,35870,585540,,
27005,Becker County,"Becker County, MN",2009,2.91,606348,17636,588712,,
27005,Becker County,"Becker County, MN",2010,4.50,660356,29686,630670,,
27005,Becker County,"Becker County, MN",2011,5.66,706078,39975,666103,,
27005,Becker County,"Becker County, MN",2012,8.38,780448,65425,715023,,
27005,Becker County,"Becker County, MN",2013,7.27,794671,57742,736929,,
27005,Becker County,"Becker County, MN",2014,4.50,807650,36306,771344,,
27005,Becker County,"Becker County, MN",2015,5.64,838671,47265,791406,,
27007,Beltrami County,"Beltrami County, MN",2002,0.55,671687,3710,667977,,
27007,Beltrami County,"Beltrami County, MN",2003,1.43,712365,10177,702188,,
27007,Beltrami County,"Beltrami County, MN",2004,0.89,744029,6601,737428,,
27007,Beltrami County,"Beltrami County, MN",2005,0.88,761400,6670,754730,,
27007,Beltrami County,"Beltrami County, MN",2006,0.88,791343,6984,784359,,
27007,Beltrami County,"Beltrami County, MN",2007,0.01,798792,57,798735,,
27007,Beltrami County,"Beltrami County, MN",2008,0.54,826071,4489,821582,,
27007,Beltrami County,"Beltrami County, MN",2009,0.73,871610,6324,865286,,
27007,Beltrami County,"Beltrami County, MN",2010,0.27,880961,2409,878552,,
27007,Beltrami County,"Beltrami County, MN",2011,0.44,898455,3916,894539,,
27007,Beltrami County,"Beltrami County, MN",2012,0.87,938168,8187,929981,,
27007,Beltrami County,"Beltrami County, MN",2013,1.23,969687,11892,957795,,
27007,Beltrami County,"Beltrami County, MN",2014,0.96,1023367,9818,1013549,,
27007,Beltrami County,"Beltrami County, MN",2015,1.01,1071204,10852,1060352,,
27009,Benton County,"Benton County, MN",2002,1.28,595687,7631,588056,,
27009,Benton County,"Benton County, MN",2003,2.45,702421,17215,685206,,
27009,Benton County,"Benton County, MN",2004,3.91,761636,29799,731837,,
27009,Benton County,"Benton County, MN",2005,4.15,783647,32498,751149,,
27009,Benton County,"Benton County, MN",2006,4.11,815214,33475,781739,,
27009,Benton County,"Benton County, MN",2007,3.02,836553,25250,811303,,
27009,Benton County,"Benton County, MN",2008,5.18,841221,43577,797644,,
27009,Benton County,"Benton County, MN",2009,2.76,794107,21939,772168,,
27009,Benton County,"Benton County, MN",2010,3.59,820241,29440,790801,,
27009,Benton County,"Benton County, MN",2011,3.04,841462,25597,815865,,
27009,Benton County,"Benton County, MN",2012,4.71,913588,43041,870547,,
27009,Benton County,"Benton County, MN",2013,5.06,908711,45974,862737,,
27009,Benton County,"Benton County, MN",2014,5.09,948121,48272,899849,,
27009,Benton County,"Benton County, MN",2015,4.28,989791,42389,947402,,
27011,Big Stone County,"Big Stone County, MN",2002,6.98,70809,4941,65868,,
27011,Big Stone County,"Big Stone County, MN",2003,9.39,73027,6857,66170,,
27011,Big Stone County,"Big Stone County, MN",2004,19.58,86242,16885,69357,,
27011,Big Stone County,"Big Stone County, MN",2005,20.25,86817,17578,69239,,
27011,Big Stone County,"Big Stone County, MN",2006,15.67,87509,13713,73796,,
27011,Big Stone County,"Big Stone County, MN",2007,14.23,88756,12633,76123,,
27011,Big Stone County,"Big Stone County, MN",2008,26.07,107706,28084,79622,,
27011,Big Stone County,"Big Stone County, MN",2009,15.54,102650,15955,86695,,
27011,Big Stone County,"Big Stone County, MN",2010,15.83,107668,17045,90623,,
27011,Big Stone County,"Big Stone County, MN",2011,14.11,105964,14947,91017,,
27011,Big Stone County,"Big Stone County, MN",2012,34.98,143960,50364,93596,,
27011,Big Stone County,"Big Stone County, MN",2013,30.50,133545,40726,92819,,
27011,Big Stone County,"Big Stone County, MN",2014,9.90,110341,10925,99416,,
27011,Big Stone County,"Big Stone County, MN",2015,12.69,122730,15569,107161,,
27013,Blue Earth County,"Blue Earth County, MN",2002,1.61,1514720,24423,1490297,,
27013,Blue Earth County,"Blue Earth County, MN",2003,2.01,1562691,31363,1531328,,
27013,Blue Earth County,"Blue Earth County, MN",2004,4.32,1681654,72667,1608987,,
27013,Blue Earth County,"Blue Earth County, MN",2005,4.61,1774540,81839,1692701,,
27013,Blue Earth County,"Blue Earth County, MN",2006,3.55,1930225,68561,1861664,,
27013,Blue Earth County,"Blue Earth County, MN",2007,3.13,1911775,59854,1851921,,
27013,Blue Earth County,"Blue Earth County, MN",2008,4.79,1873204,89767,1783437,,
27013,Blue Earth County,"Blue Earth County, MN",2009,3.52,1798934,63399,1735535,,
27013,Blue Earth County,"Blue Earth County, MN",2010,4.28,1845060,79030,1766030,,
27013,Blue Earth County,"Blue Earth County, MN",2011,6.56,2011730,132021,1879709,,
27013,Blue Earth County,"Blue Earth County, MN",2012,7.25,2184042,158369,2025673,,
27013,Blue Earth County,"Blue Earth County, MN",2013,5.99,2220623,132974,2087649,,
27013,Blue Earth County,"Blue Earth County, MN",2014,4.75,2323514,110323,2213191,,
27013,Blue Earth County,"Blue Earth County, MN",2015,2.94,2377995,69910,2308085,,
27015,Brown County,"Brown County, MN",2002,2.70,564156,15232,548924,,
27015,Brown County,"Brown County, MN",2003,5.99,601898,36079,565819,,
27015,Brown County,"Brown County, MN",2004,9.00,656469,59056,597413,,
27015,Brown County,"Brown County, MN",2005,10.30,668013,68819,599194,,
27015,Brown County,"Brown County, MN",2006,8.60,680780,58534,622246,,
27015,Brown County,"Brown County, MN",2007,6.97,688296,47974,640322,,
27015,Brown County,"Brown County, MN",2008,10.05,733414,73744,659670,,
27015,Brown County,"Brown County, MN",2009,7.17,684654,49086,635568,,
27015,Brown County,"Brown County, MN",2010,10.14,713521,72365,641156,,
27015,Brown County,"Brown County, MN",2011,12.61,769533,97066,672467,,
27015,Brown County,"Brown County, MN",2012,13.01,807941,105075,702866,,
27015,Brown County,"Brown County, MN",2013,11.50,821349,94453,726896,,
27015,Brown County,"Brown County, MN",2014,9.40,817498,76820,740678,,
27015,Brown County,"Brown County, MN",2015,7.43,841063,62506,778557,,
27017,Carlton County,"Carlton County, MN",2002,-0.11,570919,-644,571563,,
27017,Carlton County,"Carlton County, MN",2003,0.22,565890,1259,564631,,
27017,Carlton County,"Carlton County, MN",2004,0.23,590970,1376,589594,,
27017,Carlton County,"Carlton County, MN",2005,0.08,606452,491,605961,,
27017,Carlton County,"Carlton County, MN",2006,0.15,606085,886,605199,,
27017,Carlton County,"Carlton County, MN",2007,0.16,634282,1005,633277,,
27017,Carlton County,"Carlton County, MN",2008,-0.18,650738,-1180,651918,,
27017,Carlton County,"Carlton County, MN",2009,-0.35,636893,-2207,639100,,
27017,Carlton County,"Carlton County, MN",2010,-0.02,647946,-157,648103,,
27017,Carlton County,"Carlton County, MN",2011,-0.12,676094,-784,676878,,
27017,Carlton County,"Carlton County, MN",2012,-0.26,694546,-1790,696336,,
27017,Carlton County,"Carlton County, MN",2013,-0.08,741174,-622,741796,,
27017,Carlton County,"Carlton County, MN",2014,0.03,791446,274,791172,,
27017,Carlton County,"Carlton County, MN",2015,0.01,783732,70,783662,,
27019,Carver County,"Carver County, MN",2002,0.62,1613720,10075,1603645,,
27019,Carver County,"Carver County, MN",2003,0.92,1679584,15518,1664066,,
27019,Carver County,"Carver County, MN",2004,1.28,1834613,23410,1811203,,
27019,Carver County,"Carver County, MN",2005,1.12,1903348,21268,1882080,,
27019,Carver County,"Carver County, MN",2006,0.79,2094767,16475,2078292,,
27019,Carver County,"Carver County, MN",2007,0.94,2203450,20633,2182817,,
27019,Carver County,"Carver County, MN",2008,1.20,2242579,26962,2215617,,
27019,Carver County,"Carver County, MN",2009,0.75,2131118,16067,2115051,,
27019,Carver County,"Carver County, MN",2010,1.00,2218057,22282,2195775,,
27019,Carver County,"Carver County, MN",2011,1.19,2400054,28607,2371447,,
27019,Carver County,"Carver County, MN",2012,1.61,2596110,41889,2554221,,
27019,Carver County,"Carver County, MN",2013,1.28,2674045,34255,2639790,,
27019,Carver County,"Carver County, MN",2014,1.15,2878005,33013,2844992,,
27019,Carver County,"Carver County, MN",2015,0.36,3057149,11015,3046134,,
27021,Cass County,"Cass County, MN",2002,0.28,339100,936,338164,,
27021,Cass County,"Cass County, MN",2003,3.38,368577,12461,356116,,
27021,Cass County,"Cass County, MN",2004,1.89,384516,7262,377254,,
27021,Cass County,"Cass County, MN",2005,3.81,382907,14578,368329,,
27021,Cass County,"Cass County, MN",2006,1.93,374532,7219,367313,,
27021,Cass County,"Cass County, MN",2007,0.92,377163,3481,373682,,
27021,Cass County,"Cass County, MN",2008,1.38,376631,5200,371431,,
27021,Cass County,"Cass County, MN",2009,-0.66,372140,-2453,374593,,
27021,Cass County,"Cass County, MN",2010,0.25,398272,1006,397266,,
27021,Cass County,"Cass County, MN",2011,0.57,412723,2365,410358,,
27021,Cass County,"Cass County, MN",2012,1.05,426234,4481,421753,,
27021,Cass County,"Cass County, MN",2013,1.62,442363,7172,435191,,
27021,Cass County,"Cass County, MN",2014,2.30,465539,10718,454821,,
27021,Cass County,"Cass County, MN",2015,2.55,491175,12535,478640,,
27023,Chippewa County,"Chippewa County, MN",2002,10.03,244702,24544,220158,,
27023,Chippewa County,"Chippewa County, MN",2003,12.10,251901,30492,221409,,
27023,Chippewa County,"Chippewa County, MN",2004,12.12,267159,32393,234766,,
27023,Chippewa County,"Chippewa County, MN",2005,14.76,291618,43045,248573,,
27023,Chippewa County,"Chippewa County, MN",2006,13.58,295115,40065,255050,,
27023,Chippewa County,"Chippewa County, MN",2007,14.02,305198,42794,262404,,
27023,Chippewa County,"Chippewa County, MN",2008,15.78,323085,50983,272102,,
27023,Chippewa County,"Chippewa County, MN",2009,14.80,299149,44285,254864,,
27023,Chippewa County,"Chippewa County, MN",2010,14.49,317647,46022,271625,,
27023,Chippewa County,"Chippewa County, MN",2011,16.53,350291,57903,292388,,
27023,Chippewa County,"Chippewa County, MN",2012,24.29,397098,96461,300637,,
27023,Chippewa County,"Chippewa County, MN",2013,22.62,379436,85830,293606,,
27023,Chippewa County,"Chippewa County, MN",2014,10.74,337944,36296,301648,,
27023,Chippewa County,"Chippewa County, MN",2015,10.77,335418,36121,299297,,
27025,Chisago County,"Chisago County, MN",2002,0.74,642428,4785,637643,,
27025,Chisago County,"Chisago County, MN",2003,0.99,682225,6727,675498,,
27025,Chisago County,"Chisago County, MN",2004,0.84,714970,6018,708952,,
27025,Chisago County,"Chisago County, MN",2005,0.91,736551,6730,729821,,
27025,Chisago County,"Chisago County, MN",2006,0.74,761650,5672,755978,,
27025,Chisago County,"Chisago County, MN",2007,0.83,766404,6343,760061,,
27025,Chisago County,"Chisago County, MN",2008,1.33,771903,10273,761630,,
27025,Chisago County,"Chisago County, MN",2009,0.51,749771,3832,745939,,
27025,Chisago County,"Chisago County, MN",2010,1.02,769680,7863,761817,,
27025,Chisago County,"Chisago County, MN",2011,1.25,794768,9917,784851,,
27025,Chisago County,"Chisago County, MN",2012,1.72,778154,13389,764765,,
27025,Chisago County,"Chisago County, MN",2013,1.75,881988,15455,866533,,
27025,Chisago County,"Chisago County, MN",2014,1.30,901095,11734,889361,,
27025,Chisago County,"Chisago County, MN",2015,0.66,930789,6188,924601,,
27027,Clay County,"Clay County, MN",2002,2.28,704738,16033,688705,,
27027,Clay County,"Clay County, MN",2003,6.47,774990,50133,724857,,
27027,Clay County,"Clay County, MN",2004,3.84,796372,30582,765790,,
27027,Clay County,"Clay County, MN",2005,3.84,820706,31506,789200,,
27027,Clay County,"Clay County, MN",2006,5.24,855745,44809,810936,,
27027,Clay County,"Clay County, MN",2007,5.91,881968,52100,829868,,
27027,Clay County,"Clay County, MN",2008,7.71,983488,75873,907615,,
27027,Clay County,"Clay County, MN",2009,1.48,984141,14593,969548,,
27027,Clay County,"Clay County, MN",2010,3.84,1026989,39400,987589,,
27027,Clay County,"Clay County, MN",2011,4.58,1083368,49580,1033788,,
27027,Clay County,"Clay County, MN",2012,8.76,1184693,103745,1080948,,
27027,Clay County,"Clay County, MN",2013,7.31,1196343,87476,1108867,,
27027,Clay County,"Clay County, MN",2014,1.37,1197165,16400,1180765,,
27027,Clay County,"Clay County, MN",2015,1.55,1242228,19303,1222925,,
27029,Clearwater County,"Clearwater County, MN",2002,-0.41,115892,-470,116362,,
27029,Clearwater County,"Clearwater County, MN",2003,3.14,109103,3428,105675,,
27029,Clearwater County,"Clearwater County, MN",2004,2.14,107587,2301,105286,,
27029,Clearwater County,"Clearwater County, MN",2005,3.57,107416,3833,103583,,
27029,Clearwater County,"Clearwater County, MN",2006,3.87,105899,4101,101798,,
27029,Clearwater County,"Clearwater County, MN",2007,3.21,106670,3419,103251,,
27029,Clearwater County,"Clearwater County, MN",2008,3.99,114193,4559,109634,,
27029,Clearwater County,"Clearwater County, MN",2009,0.98,110293,1077,109216,,
27029,Clearwater County,"Clearwater County, MN",2010,7.36,127015,9351,117664,,
27029,Clearwater County,"Clearwater County, MN",2011,7.85,142164,11165,130999,,
27029,Clearwater County,"Clearwater County, MN",2012,5.76,144167,8309,135858,,
27029,Clearwater County,"Clearwater County, MN",2013,6.20,159016,9859,149157,,110.25
27029,Clearwater County,"Clearwater County, MN",2014,6.62,164343,10882,153461,,
27029,Clearwater County,"Clearwater County, MN",2015,5.45,179698,9792,169906,,
27031,Cook County,"Cook County, MN",2002,0.00,105346,0,105346,,
27031,Cook County,"Cook County, MN",2003,0.00,108375,0,108375,,
27031,Cook County,"Cook County, MN",2004,0.00,118115,0,118115,,
27031,Cook County,"Cook County, MN",2005,0.00,124188,0,124188,,
27031,Cook County,"Cook County, MN",2006,0.00,125813,0,125813,,
27031,Cook County,"Cook County, MN",2007,0.00,127029,0,127029,,
27031,Cook County,"Cook County, MN",2008,0.00,127517,0,127517,,
27031,Cook County,"Cook County, MN",2009,0.00,129546,0,129546,,
27031,Cook County,"Cook County, MN",2010,0.00,136558,0,136558,,
27031,Cook County,"Cook County, MN",2011,0.00,140881,0,140881,,
27031,Cook County,"Cook County, MN",2012,0.00,140832,0,140832,,
27031,Cook County,"Cook County, MN",2013,0.00,142931,0,142931,,
27031,Cook County,"Cook County, MN",2014,0.00,143826,0,143826,,
27031,Cook County,"Cook County, MN",2015,0.00,152696,0,152696,,
27033,Cottonwood County,"Cottonwood County, MN",2002,13.77,205938,28351,177587,,
27033,Cottonwood County,"Cottonwood County, MN",2003,14.20,228905,32494,196411,,
27033,Cottonwood County,"Cottonwood County, MN",2004,20.11,267245,53734,213511,,
27033,Cottonwood County,"Cottonwood County, MN",2005,21.75,263046,57204,205842,,
27033,Cottonwood County,"Cottonwood County, MN",2006,15.54,265898,41312,224586,,
27033,Cottonwood County,"Cottonwood County, MN",2007,16.78,274808,46107,228701,,
27033,Cottonwood County,"Cottonwood County, MN",2008,22.49,297646,66934,230712,,
27033,Cottonwood County,"Cottonwood County, MN",2009,15.89,271733,43181,228552,,
27033,Cottonwood County,"Cottonwood County, MN",2010,18.07,296207,53514,242693,,
27033,Cottonwood County,"Cottonwood County, MN",2011,26.68,340053,90720,249333,,
27033,Cottonwood County,"Cottonwood County, MN",2012,28.91,366978,106077,260901,,
27033,Cottonwood County,"Cottonwood County, MN",2013,26.22,352798,92486,260312,,
27033,Cottonwood County,"Cottonwood County, MN",2014,18.37,331572,60899,270673,,
27033,Cottonwood County,"Cottonwood County, MN",2015,18.50,332082,61419,270663,,
27035,Crow Wing County,"Crow Wing County, MN",2002,-0.10,1125696,-1159,1126855,,
27035,Crow Wing County,"Crow Wing County, MN",2003,0.10,1157433,1200,1156233,,
27035,Crow Wing County,"Crow Wing County, MN",2004,0.13,1229148,1556,1227592,,
27035,Crow Wing County,"Crow Wing County, MN",2005,0.16,1254796,2040,1252756,,
27035,Crow Wing County,"Crow Wing County, MN",2006,0.11,1318602,1488,1317114,,
27035,Crow Wing County,"Crow Wing County, MN",2007,0.19,1341706,2531,1339175,,
27035,Crow Wing County,"Crow Wing County, MN",2008,-0.05,1331044,-678,1331722,,
27035,Crow Wing County,"Crow Wing County, MN",2009,0.93,1292408,12033,1280375,,
27035,Crow Wing County,"Crow Wing County, MN",2010,1.70,1334034,22674,1311360,,
27035,Crow Wing County,"Crow Wing County, MN",2011,1.85,1382346,25628,1356718,,
27035,Crow Wing County,"Crow Wing County, MN",2012,0.34,1426978,4827,1422151,,
27035,Crow Wing County,"Crow Wing County, MN",2013,0.31,1479118,4531,1474587,,
27035,Crow Wing County,"Crow Wing County, MN",2014,0.22,1584297,3552,1580745,,
27035,Crow Wing County,"Crow Wing County, MN",2015,0.17,1654091,2810,1651281,,
27037,Dakota County,"Dakota County, MN",2002,0.30,8454369,25269,8429100,,
27037,Dakota County,"Dakota County, MN",2003,0.39,9072158,35496,9036662,,
27037,Dakota County,"Dakota County, MN",2004,0.42,9738178,41087,9697091,,
27037,Dakota County,"Dakota County, MN",2005,0.40,10050736,40550,10010186,,
27037,Dakota County,"Dakota County, MN",2006,0.35,10328602,36513,10292089,,
27037,Dakota County,"Dakota County, MN",2007,0.36,10774428,38448,10735980,,
27037,Dakota County,"Dakota County, MN",2008,0.42,11035717,46712,10989005,,
27037,Dakota County,"Dakota County, MN",2009,0.43,10749378,46425,10702953,,
27037,Dakota County,"Dakota County, MN",2010,0.51,10940890,56112,10884778,,
27037,Dakota County,"Dakota County, MN",2011,0.63,11571458,72705,11498753,,
27037,Dakota County,"Dakota County, MN",2012,0.65,12190828,79335,12111493,,
27037,Dakota County,"Dakota County, MN",2013,0.58,12610966,73676,12537290,,
27037,Dakota County,"Dakota County, MN",2014,0.31,13403246,41838,13361408,,
27037,Dakota County,"Dakota County, MN",2015,0.25,14025317,35107,13990210,,
27039,Dodge County,"Dodge County, MN",2002,5.10,242824,12389,230435,,
27039,Dodge County,"Dodge County, MN",2003,6.20,249313,15469,233844,,
27039,Dodge County,"Dodge County, MN",2004,10.80,294592,31830,262762,,
27039,Dodge County,"Dodge County, MN",2005,12.55,307687,38605,269082,,
27039,Dodge County,"Dodge County, MN",2006,8.12,332318,26970,305348,,
27039,Dodge County,"Dodge County, MN",2007,9.50,340539,32349,308190,,
27039,Dodge County,"Dodge County, MN",2008,9.60,354742,34047,320695,,
27039,Dodge County,"Dodge County, MN",2009,6.20,311676,19321,292355,,
27039,Dodge County,"Dodge County, MN",2010,10.72,355202,38079,317123,,
27039,Dodge County,"Dodge County, MN",2011,15.57,402048,62612,339436,,
27039,Dodge County,"Dodge County, MN",2012,18.03,466384,84100,382284,,
27039,Dodge County,"Dodge County, MN",2013,19.28,454020,87546,366474,,
27039,Dodge County,"Dodge County, MN",2014,8.75,401979,35174,366805,,
27039,Dodge County,"Dodge County, MN",2015,4.96,405430,20092,385338,,
27041,Douglas County,"Douglas County, MN",2002,1.21,678519,8218,670301,,
27041,Douglas County,"Douglas County, MN",2003,1.79,731953,13078,718875,,
27041,Douglas County,"Douglas County, MN",2004,2.31,793073,18283,774790,,
27041,Douglas County,"Douglas County, MN",2005,2.29,796771,18254,778517,,
27041,Douglas County,"Douglas County, MN",2006,1.35,819918,11029,808889,,
27041,Douglas County,"Douglas County, MN",2007,0.98,904158,8818,895340,,
27041,Douglas County,"Douglas County, MN",2008,2.20,1030041,22677,1007364,,
27041,Douglas County,"Douglas County, MN",2009,0.65,1024346,6689,1017657,,
27041,Douglas County,"Douglas County, MN",2010,1.19,1118175,13294,1104881,,
27041,Douglas County,"Douglas County, MN",2011,1.31,1164109,15225,1148884,,
27041,Douglas County,"Douglas County, MN",2012,2.65,1299321,34376,1264945,,
27041,Douglas County,"Douglas County, MN",2013,2.44,1276359,31149,1245210,,
27041,Douglas County,"Douglas County, MN",2014,1.50,1138164,17084,1121080,,
27041,Douglas County,"Douglas County, MN",2015,1.53,1244666,19061,1225605,,
27043,Faribault County,"Faribault County, MN",2002,6.97,266326,18553,247773,,
27043,Faribault County,"Faribault County, MN",2003,10.60,275343,29188,246155,,
27043,Faribault County,"Faribault County, MN",2004,16.43,321442,52818,268624,,
27043,Faribault County,"Faribault County, MN",2005,18.04,328864,59333,269531,,
27043,Faribault County,"Faribault County, MN",2006,13.24,320034,42374,277660,,
27043,Faribault County,"Faribault County, MN",2007,20.09,337383,67773,269610,,
27043,Faribault County,"Faribault County, MN",2008,20.60,332450,68480,263970,,
27043,Faribault County,"Faribault County, MN",2009,16.11,292893,47197,245696,,
27043,Faribault County,"Faribault County, MN",2010,16.04,291964,46837,245127,,
27043,Faribault County,"Faribault County, MN",2011,27.47,354073,97252,256821,,
27043,Faribault County,"Faribault County, MN",2012,30.46,386123,117595,268528,,
